row_id,Game Name,Discount,Price,Rating,Release Date
1093,Yummy Girl,-40%,"R$ 2,09",72.95%,May 2021
1094,NEOMORPH,-22%,"R$ 2,72",72.95%,Jan 2020
1095,Lonesome Village,-40%,"R$ 22,79",72.85%,Nov 2022
1096,MagicShop3D,-20%,"R$ 13,59",72.83%,Jun 2022
1097,Supreme Ruler 2020 Gold,-70%,"R$ 5,99",72.79%,Jun 2008
1098,Lust Galaxy 🪐 🔞,-30%,"R$ 23,09",72.79%,Aug 2024
1099,Path of Kung Fu,-10%,"R$ 42,29",72.79%,Sep 2024
1100,Heroes of Steel RPG,-70%,"R$ 9,89",72.78%,Apr 2014
1101,With Eyes Closed - Season 1,-20%,"R$ 31,92",72.78%,Aug 2024
1102,Food Girls - Bubbles' Drink Stand,-30%,"R$ 19,52",72.77%,Jul 2022
1103,Family Mysteries: Poisonous Promises,-80%,"R$ 9,39",72.75%,Mar 2020
1104,PERFECT ANGLE: The puzzle game based on optical illusions,-70%,"R$ 5,99",72.75%,Dec 2015
1105,Seek Girl Ⅳ,-50%,"R$ 1,74",72.75%,Jan 2020
1106,Forest Fortress,-80%,"R$ 9,39",72.73%,Apr 2018
1107,Dofamine,-15%,"R$ 18,40",72.70%,Oct 2020
1108,Black & White,-35%,"R$ 30,54",72.69%,Mar 2023
1109,Fish Fillets 2,-80%,"R$ 3,99",72.68%,Apr 2007
1110,Grim Realms,-60%,"R$ 18,79",72.68%,Mar 2024
1111,The Good Life,-50%,"R$ 28,99",72.68%,Oct 2021
1112,Disco Simulator,-53%,"R$ 24,92",72.67%,Mar 2024
1113,SKIBIDI: ESCAPE FROM TOILETS!,-70%,"R$ 5,09",72.54%,Nov 2023
1114,Uragun,-70%,"R$ 9,89",72.54%,Mar 2023
1115,American Theft 80s,-29%,"R$ 56,59",72.51%,Jun 2022
1116,Estate Agent Simulator,-25%,"R$ 37,49",72.42%,Nov 2023
1117,Qvabllock,-90%,"R$ 1,74",72.41%,Apr 2018
1118,GunSoul Girl 2,-26%,"R$ 24,41",72.40%,Mar 2023
1119,Ben 10,-50%,"R$ 23,74",72.39%,Nov 2017
1120,Aborigenus,-81%,"R$ 1,74",72.36%,Oct 2018
1121,FURRY HITLER,-60%,"R$ 5,79",72.36%,May 2022
1122,Xuan-Yuan Sword: The Cloud of Han,-50%,"R$ 19,50",72.35%,Jan 2023
1123,Bratz™: Flaunt your fashion,-40%,"R$ 53,39",72.35%,Nov 2022
1124,Castle of no Escape 2,-41%,"R$ 9,50",72.29%,Dec 2016
1125,Bottle: Pilgrim Redux,-75%,"R$ 3,44",72.25%,Nov 2017
1126,Weable,-50%,"R$ 1,74",72.24%,Aug 2017
1127,Arena Renovation,-60%,"R$ 32,29",72.22%,Jan 2024
1128,Femboy Besties,-33%,"R$ 2,33",72.20%,Apr 2021
1129,SPACE ACCIDENT,-34%,"R$ 11,54",72.17%,Feb 2022
1130,JQ: chemistry,-50%,"R$ 1,74",72.12%,Apr 2018
1131,Glimmer in Mirror,-25%,"R$ 29,25",72.11%,Jan 2023
1132,Godlike Burger,-80%,"R$ 8,99",72.09%,Apr 2022
1133,Puzzler World 2,-70%,"R$ 2,54",72.07%,Oct 2011
1134,Adorables,-90%,"R$ 1,74",72.05%,Mar 2016
1135,Drizzlepath: Deja Vu,-75%,"R$ 3,44",72.03%,May 2018
1136,Black Forest,-67%,"R$ 15,50",72.03%,Sep 2023
1137,Queen's Quest 3: The End of Dawn,-75%,"R$ 11,74",72.00%,Apr 2017
1138,Hell Division,-94%,"R$ 3,71",71.98%,Jun 2022
1139,ReRoad,-60%,"R$ 18,79",71.95%,Nov 2020
1140,Nickelodeon All-Star Brawl 2,-60%,"R$ 53,99",71.94%,Nov 2023
1141,Spaceland: Sci-Fi Indie Tactics,-80%,"R$ 11,99",71.92%,Sep 2019
1142,Room of Depression,-50%,"R$ 10,24",71.91%,May 2023
1143,Making History: The Great War,-50%,"R$ 44,49",71.87%,Jan 2015
1144,Outward Definitive Edition,-88%,"R$ 23,88",71.83%,May 2022
1145,The Awakener: Forgotten Oath,-50%,"R$ 26,24",71.83%,Nov 2023
1146,My Therapist is a Futanari,-33%,"R$ 2,33",71.78%,Jan 2022
1147,War Mongrels,-70%,"R$ 14,68",71.75%,Oct 2021
1148,Ash of Gods: Redemption,-65%,"R$ 25,89",71.73%,Mar 2018
1149,Breachway,-30%,"R$ 34,99",71.67%,Sep 2024
1150,The Ramen Sensei,-62%,"R$ 7,06",71.66%,Sep 2022
1151,天下霸圖,-25%,"R$ 19,86",71.64%,Feb 2023
1152,Queen's Quest 5: Symphony of Death,-70%,"R$ 14,09",71.59%,Jul 2019
1153,MXGP2 - The Official Motocross Videogame,-90%,"R$ 7,45",71.58%,Apr 2016
1154,Stranded Sails - Explorers of the Cursed Islands,-88%,"R$ 5,33",71.56%,Oct 2019
1155,Zoo Simulator,-46%,"R$ 24,56",71.56%,Jul 2024
1156,Sengoku Dynasty,-20%,"R$ 71,19",71.49%,Nov 2024
1157,Castle Cardians,-50%,"R$ 20,49",71.46%,Oct 2021
1158,CATGIRL LOVER 2,-55%,"R$ 3,14",71.43%,Oct 2019
1159,Snow Plowing Simulator,-46%,"R$ 38,59",71.42%,Jun 2024
1160,Megacraft Hentai Survival,-50%,"R$ 1,74",71.40%,Feb 2021
1161,Tech Support: Error Unknown,-80%,"R$ 6,59",71.37%,Feb 2019
1162,Feel-A-Maze,-80%,"R$ 2,09",71.34%,Nov 2014
1163,Gearshifters,-75%,"R$ 11,87",71.33%,Oct 2021
1164,Euphoria: Supreme Mechanics,-34%,"R$ 11,54",71.33%,Apr 2020
1165,Sword and Fairy 7,-50%,"R$ 49,49",71.21%,Oct 2021
1166,Walking Zombie: Shooter,-65%,"R$ 5,94",71.20%,Jan 2018
1167,Restaurant Empire II,-60%,"R$ 23,99",71.14%,May 2009
1168,Mech Engineer,-20%,"R$ 23,19",71.10%,May 2024
1169,Druid,-63%,"R$ 2,58",71.08%,Jan 2017
1170,BOOBS SAGA: Prepare To Hentai Edition,-80%,"R$ 2,09",71.03%,May 2020
1171,My Stepsis is a Furry Futa Fox,-33%,"R$ 2,33",71.02%,Oct 2022
1172,Firelight Fantasy: Vengeance,-13%,"R$ 20,60",71.01%,Jan 2022
1173,Black Geyser: Couriers of Darkness,-50%,"R$ 28,99",70.97%,Mar 2022
1174,One Night With Kawaii,-50%,"R$ 1,74",70.92%,Jun 2024
1175,Driftland: The Magic Revival,-85%,"R$ 5,69",70.89%,Apr 2019
1176,UFO: Aftershock,-80%,"R$ 2,75",70.89%,Oct 2005
1177,Cynthia: Hidden in the Moonshadow,-45%,"R$ 24,46",70.87%,Apr 2023
1178,HumanitZ,-30%,"R$ 41,99",70.86%,Sep 2023
1179,XCOM®: Chimera Squad,-85%,"R$ 14,85",70.84%,Apr 2020
1180,晴末置雨,-30%,"R$ 3,14",70.79%,Jul 2022
1181,This Grand Life,-30%,"R$ 26,94",70.76%,Apr 2018
1182,Dragon Rage,-30%,"R$ 9,79",70.74%,Jul 2016
1183,Zombie Bar Simulator,-25%,"R$ 28,49",70.69%,Feb 2021
1184,GunSoul Girl,-69%,"R$ 2,16",70.67%,Feb 2021
1185,The Crush House,-25%,"R$ 39,74",70.65%,Aug 2024
1186,WWE 2K24,-50%,"R$ 149,99",70.64%,Mar 2024
1187,Romopolis,-80%,"R$ 3,39",70.60%,Mar 2009
1188,Citystate II,-60%,"R$ 19,60",70.60%,Sep 2021
1189,Broken Pieces,-75%,"R$ 18,49",70.59%,Sep 2022
1190,Dark Deity,-51%,"R$ 28,06",70.54%,Jun 2021
1191,Firelight Fantasy: Resistance,-34%,"R$ 11,54",70.52%,Jul 2021
1192,Chef: A Restaurant Tycoon Game,-85%,"R$ 5,69",70.51%,Aug 2020
1193,RICE - Repetitive Indie Combat Experience™,-20%,"R$ 13,59",70.51%,May 2023
1194,JIANGHU CHRONICLES,-15%,"R$ 44,61",70.51%,Aug 2024
1195,Fueled Up,-60%,"R$ 19,19",70.50%,Oct 2022
1196,Fairy Biography4 : Affair,-25%,"R$ 10,87",70.50%,Jun 2023
1197,Furry Fantasy,-65%,"R$ 5,07",70.48%,Jul 2022
1198,Far Cry® 6,-75%,"R$ 62,49",70.47%,May 2023
1199,"Sex, Please",-45%,"R$ 11,26",70.46%,May 2024
1200,Pet Shop Simulator,-44%,"R$ 29,99",70.46%,Jun 2024
1201,My Yandere Sister loves me too much!,-45%,"R$ 16,49",70.45%,Oct 2020
1202,Do Not Feed the Monkeys 2099,-55%,"R$ 21,14",70.41%,May 2023
1203,Underground Garage,-20%,"R$ 59,19",70.41%,Nov 2024
1204,NeuraGun,-15%,"R$ 18,40",70.37%,Jan 2022
1205,Arctico,-80%,"R$ 6,00",70.36%,Feb 2022
1206,Bee Simulator,-95%,"R$ 2,39",70.31%,Nov 2020
1207,Yaengard,-40%,"R$ 22,49",70.28%,May 2022
1208,Wells,-50%,"R$ 6,89",70.27%,Jan 2017
1209,Hide and Seek,-50%,"R$ 5,24",70.26%,Nov 2021
1210,METAL SLUG ATTACK RELOADED,-30%,"R$ 34,79",70.25%,Jun 2024
1211,Distrust: Polar Survival,-90%,"R$ 4,19",70.16%,Aug 2017
1212,How 2 Escape,-65%,"R$ 16,44",70.13%,Aug 2023
1213,Overclocked: A History of Violence,-80%,"R$ 9,99",70.10%,Apr 2008
1214,Pax Dei,-25%,"R$ 156,67",70.10%,Jun 2024
1215,Chocolate makes you happy,-72%,"R$ 1,95",70.07%,Nov 2017
1216,只兔：不灭的勇者,-60%,"R$ 6,63",70.07%,Mar 2023
1217,Knights of the Chalice 2,-10%,"R$ 76,49",70.07%,Mar 2022
1218,Pythagoria,-7%,"R$ 3,62",70.05%,Jan 2016
1219,Furry Sex: Pirates 🏴‍☠️,-60%,"R$ 5,79",70.04%,Sep 2022
1220,Bluey: The Videogame,-25%,"R$ 80,99",70.04%,Nov 2023
1221,Brothel Secrets 🔞,-40%,"R$ 19,79",70.01%,Jan 2024
1222,Xuan-Yuan Sword: The Gate of Firmament,-75%,"R$ 6,99",69.99%,Feb 2016
1223,Deepening Fire,-70%,"R$ 11,54",69.98%,Apr 2023
1224,PolyClassic: Wild,-95%,"R$ 3,34",69.92%,Oct 2021
1225,First Dwarf,-26%,"R$ 54,75",69.90%,Jun 2024
1226,Harmony: The Fall of Reverie,-65%,"R$ 30,62",69.89%,Jun 2023
1227,Succubus Girl Story,-35%,"R$ 2,26",69.81%,Mar 2022
1228,Lead and Gold: Gangs of the Wild West,-90%,"R$ 2,64",69.79%,Apr 2010
1229,Project Chemistry,-40%,"R$ 25,19",69.79%,Jun 2021
1230,Halfway,-80%,"R$ 8,39",69.78%,Jul 2014
1231,Swords Fantasy: Battlefield,-94%,"R$ 4,01",69.77%,Mar 2023
1232,My Stepmom is a Futanari,-33%,"R$ 2,33",69.76%,Jul 2021
1233,Wounded - The Beginning,-89%,"R$ 2,58",69.75%,Feb 2019
1234,Bionic Commando,-68%,"R$ 5,43",69.74%,Jul 2009
1235,Self Shot,-80%,"R$ 2,09",69.72%,Jun 2019
1236,Hentai IQ Puzzle,-50%,"R$ 1,74",69.70%,Sep 2018
1237,Arma Reforger,-34%,"R$ 71,08",69.70%,Nov 2023
1238,Lords and Villeins,-75%,"R$ 18,49",69.66%,Nov 2022
1239,Bighead Runner,-90%,"R$ 1,74",69.62%,Jun 2018
1240,Denos City: Complete Game,-50%,"R$ 12,44",69.62%,May 2022
1241,降妖神兵,-40%,"R$ 6,29",69.61%,Mar 2023
1242,Knights of Braveland,-60%,"R$ 23,99",69.60%,Feb 2023
1243,Diluvian Winds,-60%,"R$ 21,99",69.56%,Apr 2024
1244,Sex Faculty🔞,-35%,"R$ 21,44",69.52%,Mar 2024
1245,Seek Girl V,-50%,"R$ 3,49",69.48%,Aug 2020
1246,Souls of Blades,-60%,"R$ 14,79",69.47%,Sep 2021
1247,Voltaire: The Vegan Vampire,-50%,"R$ 29,99",69.47%,Oct 2023
1248,EARTHLOCK,-80%,"R$ 18,00",69.43%,Mar 2018
1249,Deep Secret,-20%,"R$ 11,03",69.42%,Oct 2023
1250,Magical Delicacy,-20%,"R$ 59,19",69.41%,Jul 2024
1251,Nowhere Prophet,-70%,"R$ 14,24",69.40%,Jul 2019
1252,无休仙途,-17%,"R$ 17,00",69.39%,Jul 2024
1253,Hope Lake,-75%,"R$ 3,99",69.34%,Jun 2016
1254,Pricolage -IDOLIZED-,-50%,"R$ 13,24",69.33%,Feb 2024
1255,Seek Girl Ⅶ,-50%,"R$ 3,49",69.33%,Dec 2020
1256,Alea Jacta Est,-70%,"R$ 22,19",69.16%,Sep 2012
1257,Demon Hunter 2: New Chapter,-75%,"R$ 11,74",69.13%,Jul 2016
1258,Cuckold Life Simulator 😳🔞,-55%,"R$ 10,57",69.10%,Jan 2023
1259,Culpa Innata,-80%,"R$ 3,99",69.04%,Oct 2007
1260,祛魅·教化（祛魅1）,-50%,"R$ 1,74",69.04%,May 2018
1261,BioShock™ 2 Remastered,-85%,"R$ 4,49",69.02%,Sep 2016
1262,Wargroove 2,-30%,"R$ 41,99",69.01%,Oct 2023
1263,Tiki Man,-17%,"R$ 10,38",69.01%,Jun 2015
1264,Мухосранск | Russian City Sim,-50%,"R$ 1,74",68.97%,Jul 2021
1265,iFAction Game Maker,-49%,"R$ 65,27",68.90%,Jan 2020
1266,Himeko Sutori,-50%,"R$ 28,99",68.86%,Jan 2021
1267,Z Dawn,-75%,"R$ 5,17",68.85%,Dec 2019
1268,Dwarven Skykeep,-75%,"R$ 14,99",68.78%,Dec 2022
1269,Wild Indigo Ranch,-50%,"R$ 29,99",68.78%,Sep 2024
1270,Mato Anomalies,-60%,"R$ 30,00",68.76%,Mar 2023
1271,My Stepsis is a Futanari,-33%,"R$ 2,33",68.75%,Oct 2021
1272,Recipe for Disaster,-73%,"R$ 12,68",68.72%,Aug 2022
1273,TRANSFORMERS: BATTLEGROUNDS,-60%,"R$ 18,99",68.71%,Oct 2020
1274,The Divine Invasion,-15%,"R$ 18,40",68.71%,Aug 2020
1275,下一站江湖Ⅰ,-60%,"R$ 15,19",68.70%,Apr 2021
1276,Automachef,-85%,"R$ 11,98",68.68%,Jul 2019
1277,Paper Train Traffic,-50%,"R$ 3,24",68.67%,Mar 2016
1278,Mirthwood,-10%,"R$ 66,59",68.66%,Nov 2024
1279,Sovietpunk: Chapter one,-50%,"R$ 1,74",68.64%,Apr 2021
1280,Firelight Fantasy: Force Energy,-13%,"R$ 20,60",68.61%,Feb 2022
1281,Bloodshore,-61%,"R$ 18,32",68.58%,Nov 2021
1282,Dark Train,-90%,"R$ 2,06",68.57%,Oct 2016
1283,Megapolis,-80%,"R$ 3,39",68.55%,Sep 2010
1284,Bionic Heart,-75%,"R$ 8,24",68.54%,Jul 2009
1285,Danger Scavenger,-80%,"R$ 4,13",68.53%,Mar 2021
1286,Royal Defense,-42%,"R$ 19,45",68.52%,Nov 2014
1287,Rainbow Snake,-50%,"R$ 1,74",68.51%,Oct 2017
1288,Drunken Fight Simulator,-90%,"R$ 1,74",68.46%,Jan 2017
1289,汉武大帝传-经典策略战棋,-75%,"R$ 6,62",68.45%,Jun 2020
1290,Firelight Fantasy: Phoenix Crew,-13%,"R$ 20,60",68.36%,Aug 2021
1291,Family Mysteries 2: Echoes of Tomorrow,-75%,"R$ 11,74",68.33%,Apr 2020
1292,"Warhammer 40,000: Darktide",-50%,"R$ 138,79",68.27%,Nov 2022
1293,Sex College 🔞,-40%,"R$ 19,79",68.26%,Mar 2024
1294,Sex Euphoria 💖,-40%,"R$ 19,79",68.20%,Feb 2024
1295,Soul Axiom,-63%,"R$ 13,68",68.14%,Feb 2016
1296,Hot Therapy,-35%,"R$ 30,54",68.12%,Mar 2024
1297,我在地球修仙有系统,-25%,"R$ 33,75",68.10%,Aug 2023
1298,Wildlife Park 2,-30%,"R$ 9,79",68.06%,May 2006
1299,For The Glory: A Europa Universalis Game,-75%,"R$ 8,99",68.03%,Nov 2009
1300,Xuan-Yuan Sword: The Clouds Faraway,-50%,"R$ 19,50",68.03%,Jan 2023
1301,Clive 'N' Wrench,-75%,"R$ 14,49",68.02%,Feb 2023
1302,Lust Epidemic 18+,-35%,"R$ 21,44",68.02%,Sep 2024
1303,Myth of Empires,-60%,"R$ 35,59",67.98%,Feb 2024
1304,Soulash,-40%,"R$ 20,99",67.94%,Mar 2022
1305,The Chosen Warriors,-80%,"R$ 2,09",67.92%,Dec 2017
1306,Fallen Angel,-50%,"R$ 14,49",67.91%,Oct 2020
1307,The Dwarf Run,-60%,"R$ 7,19",67.89%,Oct 2015
1308,A fascinating story,-10%,"R$ 29,69",67.88%,Jun 2024
1309,Queen's Quest 4: Sacred Truce,-70%,"R$ 8,69",67.75%,Apr 2018
1310,NeverSynth,-18%,"R$ 13,34",67.70%,Sep 2022
1311,War on Folvos,-75%,"R$ 3,44",67.66%,Sep 2006
1312,Rabbit Story,-50%,"R$ 4,34",67.64%,May 2017
1313,Furry Cyberfucker,-65%,"R$ 5,07",67.46%,Apr 2022
1314,Killing Room,-65%,"R$ 16,44",67.44%,Oct 2016
1315,Cursed West,-80%,"R$ 2,09",67.39%,Sep 2016
1316,"Sex, Camera, Action! 🔞",-35%,"R$ 21,44",67.38%,Jul 2024
1317,aMAZE Dark Times,-72%,"R$ 1,95",67.37%,Aug 2017
1318,Mind Games,-80%,"R$ 2,09",67.36%,Mar 2016
1319,El Matador,-80%,"R$ 2,75",67.35%,Sep 2006
1320,Cybernetic Fault,-14%,"R$ 76,71",67.31%,Sep 2020
1321,Frozen Cortex,-50%,"R$ 22,99",67.29%,Feb 2015
1322,Warlock 2: The Exiled,-75%,"R$ 17,99",67.19%,Apr 2014
1323,Kawaii Girl,-50%,"R$ 1,74",67.18%,Apr 2020
1324,富甲天下4,-25%,"R$ 24,74",67.15%,May 2023
1325,aMAZE Gears,-72%,"R$ 1,95",67.14%,Mar 2018
1326,Shades of Sakura,-61%,"R$ 1,75",67.12%,Jul 2021
1327,Hentai Killer: Girls & Chess,-50%,"R$ 1,74",67.10%,Jun 2021
1328,SEX Room 2 [18+],-35%,"R$ 8,96",67.07%,Apr 2023
1329,Ninja Stealth,-90%,"R$ 1,74",67.04%,Jun 2016
1330,Farm Manager World,-20%,"R$ 47,99",67.01%,Apr 2024
1331,Alien Breed 2: Assault,-90%,"R$ 1,99",66.95%,Sep 2010
1332,Heavy Burden,-34%,"R$ 11,54",66.95%,Sep 2023
1333,Fast Food Manager,-20%,"R$ 23,19",66.93%,Apr 2021
1334,Synthwave Burnout,-18%,"R$ 13,34",66.92%,Sep 2021
1335,Tokyo 42,-90%,"R$ 3,69",66.89%,May 2017
1336,Sex Simulator,-80%,"R$ 2,09",66.88%,Jul 2019
1337,Taora : Survival,-35%,"R$ 28,91",66.83%,May 2024
1338,Winter,-72%,"R$ 1,95",66.81%,Mar 2022
1339,Hot And Lovely 2,-25%,"R$ 5,24",66.79%,Mar 2020
1340,Gumboy Tournament,-50%,"R$ 5,24",66.76%,May 2008
1341,The Witch of Fern Island,-40%,"R$ 44,39",66.76%,Feb 2024
1342,Super Dark Deception,-25%,"R$ 41,24",66.75%,Jul 2024
1343,Hero,-90%,"R$ 1,74",66.74%,Feb 2017
1344,Idling Gears,-30%,"R$ 11,89",66.74%,Nov 2023
1345,Satellite Repairman,-72%,"R$ 1,95",66.72%,Feb 2017
1346,符文女孩/Rune Girl,-30%,"R$ 2,44",66.67%,Jun 2019
1347,Sacred Citadel,-75%,"R$ 4,99",66.62%,Apr 2013
1348,Monuments Renovator,-63%,"R$ 17,38",66.58%,Mar 2024
1349,SEX SPA 🔞💦,-40%,"R$ 19,79",66.55%,Dec 2023
1350,Cuckold Chair Simulator 2023,-40%,"R$ 8,27",66.50%,Oct 2023
1351,Warrior Kings,-80%,"R$ 5,99",66.44%,Apr 2002
1352,Frozen Flame,-25%,"R$ 44,99",66.44%,Nov 2022
1353,One More Island,-75%,"R$ 14,99",66.43%,May 2022
1354,NationWar:Chronicles | 国战:列国志传,-51%,"R$ 9,28",66.41%,Oct 2017
1355,Pool Cleaning Simulator,-55%,"R$ 31,84",66.33%,Jun 2024
1356,RIOT: Civil Unrest,-80%,"R$ 6,59",66.30%,Feb 2019
1357,The Prism,-90%,"R$ 1,74",66.29%,Sep 2015
1358,We Are The Dwarves,-13%,"R$ 20,60",66.24%,Feb 2016
1359,Freezeer,-50%,"R$ 1,74",66.23%,Jun 2018
1360,Hot & Steamy Knights,-70%,"R$ 10,79",66.18%,Jul 2019
1361,Eldrea: SEX Saga 🔞,-35%,"R$ 21,44",66.17%,Sep 2024
1362,Angry Squirrel,-50%,"R$ 1,74",66.16%,Apr 2021
1363,PAW Patrol Mighty Pups Save Adventure Bay,-45%,"R$ 31,89",66.16%,Nov 2020
1364,Dude Simulator 3,-86%,"R$ 2,37",66.12%,Aug 2019
1365,Castle,-83%,"R$ 2,34",66.08%,Jan 2015
1366,WARCANA,-32%,"R$ 61,19",66.07%,Aug 2024
1367,Hamilton's Great Adventure,-90%,"R$ 3,29",66.02%,May 2011
1368,Memento Mori 2,-80%,"R$ 13,99",65.98%,May 2014
1369,Food Truck Simulator,-45%,"R$ 20,89",65.98%,Sep 2022
1370,Trials Fusion™,-75%,"R$ 14,99",65.95%,Apr 2014
1371,Inquisitor,-66%,"R$ 11,21",65.90%,Sep 2012
1372,Unalive,-90%,"R$ 1,74",65.84%,Jan 2017
1373,Fat Prisoner Simulator 2,-50%,"R$ 1,74",65.81%,Jun 2019
1374,Demented,-90%,"R$ 1,74",65.80%,Mar 2016
1375,Banana Hell,-30%,"R$ 6,29",65.76%,Nov 2020
1376,Blind,-90%,"R$ 7,39",65.73%,Sep 2018
1377,Liquid Pinball,-50%,"R$ 1,74",65.72%,Nov 2016
1378,Legendary Hoplite,-75%,"R$ 11,74",65.71%,Feb 2024
1379,Furry Arena [18+],-45%,"R$ 3,84",65.64%,Dec 2022
1380,The Gallery,-35%,"R$ 35,75",65.58%,Sep 2022
1381,To The Rescue!,-50%,"R$ 29,99",65.50%,Nov 2021
1382,True or False,-1%,"R$ 10,72",65.44%,Sep 2016
1383,Sugar Shack,-35%,"R$ 38,99",65.43%,Sep 2023
1384,Dreamscapes: Nightmare's Heir - Premium Edition,-30%,"R$ 16,45",65.43%,Mar 2015
1385,Loot Hunter,-70%,"R$ 7,05",65.37%,Jan 2015
1386,Inner silence,-50%,"R$ 1,74",65.36%,Feb 2017
1387,Three Kingdoms Zhao Yun,-45%,"R$ 32,99",65.36%,Jan 2024
1388,Hare In The Hat,-60%,"R$ 2,79",65.10%,Apr 2015
1389,One Lonely Outpost,-25%,"R$ 58,48",65.07%,Jun 2023
1390,Earthling's Undertaking,-60%,"R$ 12,39",65.01%,Jul 2023
1391,Valor & Victory,-50%,"R$ 29,99",64.98%,Jun 2021
1392,KAMITSUBAKI CITY ENSEMBLE,-20%,"R$ 11,19",64.94%,Aug 2024
1393,Creatura,-90%,"R$ 2,89",64.92%,Mar 2021
1394,Possessed,-90%,"R$ 1,74",64.90%,May 2017
1395,Cafe Owner Simulator,-60%,"R$ 23,19",64.85%,Dec 2022
1396,No Longer Home,-80%,"R$ 9,39",64.84%,Jul 2021
1397,The Keep,-70%,"R$ 14,09",64.80%,Mar 2017
1398,Don Duality,-60%,"R$ 18,79",64.76%,Aug 2023
1399,Kingdom Wars 4,-70%,"R$ 17,99",64.73%,Oct 2021
1400,Silicone-2,-50%,"R$ 1,74",64.73%,Jun 2015
1401,Kingdom Wars 2: Definitive Edition,-50%,"R$ 16,49",64.70%,Jul 2019
1402,Rebirth:Beware of Mr.Wang,-53%,"R$ 8,73",64.69%,Sep 2021
1403,All-Star Fruit Racing,-90%,"R$ 4,69",64.59%,Jul 2018
1404,Battle Worlds: Kronos,-75%,"R$ 9,24",64.59%,Nov 2013
1405,Agent Walker: Secret Journey,-70%,"R$ 14,09",64.59%,Sep 2016
1406,Music Store Simulator,-25%,"R$ 69,19",64.52%,Jul 2023
1407,Fire Commander,-45%,"R$ 28,69",64.51%,Jul 2022
1408,Workshop Simulator,-39%,"R$ 36,79",64.49%,Mar 2022
1409,Age of Gladiators II: Rome,-70%,"R$ 9,66",64.48%,Aug 2018
1410,Hollow's Land,-90%,"R$ 1,74",64.35%,Dec 2014
1411,Hacker Evolution,-50%,"R$ 1,74",64.31%,Sep 2010
1412,Thrive: Heavy Lies The Crown,-20%,"R$ 66,39",64.23%,Nov 2024
1413,Magic Box,-50%,"R$ 1,74",64.22%,Jan 2017
1414,Mumps,-90%,"R$ 1,74",64.21%,Jan 2018
1415,Harem Hunter: Sex-ray Vision,-50%,"R$ 17,99",64.20%,Jan 2021
1416,Amigo: Kebab Simulator,-30%,"R$ 25,05",64.20%,Apr 2023
1417,Among Waifus 18+,-65%,"R$ 5,07",64.14%,Dec 2021
1418,Who Pressed Mute on Uncle Marcus?,-56%,"R$ 20,67",64.13%,Mar 2022
1419,To Be In Love With Girls Group,-40%,"R$ 19,79",64.09%,Mar 2024
1420,Tom Clancy’s Rainbow Six® Extraction,-75%,"R$ 42,49",64.08%,Jun 2023
1421,Last Anime boy: Saving loli,-50%,"R$ 1,74",64.03%,Nov 2017
1422,Gamer Girls: Dating Sim,-70%,"R$ 4,34",64.01%,May 2022
1423,Sons of Valhalla,-50%,"R$ 24,99",63.98%,Apr 2024
1424,Trials® Rising,-80%,"R$ 11,99",63.91%,Feb 2019
1425,The Hunting God,-70%,"R$ 2,09",63.85%,Jul 2017
1426,Ball of Wonder,-33%,"R$ 75,36",63.83%,Oct 2016
1427,Moonshine Inc.,-18%,"R$ 38,23",63.77%,Dec 2022
1428,Monster Outbreak,-67%,"R$ 15,50",63.76%,Oct 2022
1429,IfSunSets,-10%,"R$ 53,99",63.66%,Nov 2024
1430,Xenon Racer,-90%,"R$ 4,69",63.56%,Mar 2019
1431,Outbreak: The New Nightmare,-85%,"R$ 4,03",63.48%,Jan 2018
1432,Heart attack,-72%,"R$ 1,95",63.38%,Jan 2023
1433,The Secret Order 4: Beyond Time,-70%,"R$ 14,09",63.38%,Sep 2016
1434,Siege Wars,-65%,"R$ 2,44",63.33%,Jul 2015
1435,Orgasm Simulator 2024 💦,-50%,"R$ 16,49",63.25%,Sep 2023
1436,Dust Fleet,-50%,"R$ 29,99",63.21%,Aug 2023
1437,Perseus: Titan Slayer,-47%,"R$ 26,44",63.20%,Feb 2023
1438,Plane Accident,-39%,"R$ 37,24",63.20%,Feb 2024
1439,The Isle Tide Hotel,-35%,"R$ 38,99",63.18%,Sep 2023
1440,Mia and the Dragon Princess,-35%,"R$ 30,54",63.17%,May 2023
1441,Memento Mori,-80%,"R$ 6,99",63.10%,Nov 2012
1442,Alaskan Road Truckers,-27%,"R$ 61,99",63.06%,Oct 2023
1443,Cris Tales,-90%,"R$ 7,54",62.95%,Jul 2021
1444,Deadwater Saloon,-29%,"R$ 32,15",62.92%,Sep 2022
1445,Riding Star - Horse Championship!,-50%,"R$ 9,99",62.82%,Mar 2014
1446,UFO: Afterlight,-80%,"R$ 3,99",62.80%,Feb 2007
1447,Awaken: Hentai Dice,-10%,"R$ 42,29",62.80%,Nov 2024
1448,Orgasm Simulator 2023,-50%,"R$ 16,49",62.73%,Jul 2023
1449,Deviant Dungeon,-70%,"R$ 12,89",62.67%,Jan 2019
1450,Sex Bar Simulator 🍸🔞,-50%,"R$ 16,49",62.65%,Aug 2023
1451,Gamer Girls: Futanari,-70%,"R$ 4,34",62.47%,Aug 2022
1452,Tibetan Quest: Beyond the World's End,-75%,"R$ 11,74",62.39%,Apr 2016
1453,Godstrike,-67%,"R$ 15,50",62.39%,Apr 2021
